video_id,timestamp,car_id,car_box,plate_box,transcript,confidence
./data/sample.mp4,231,5.0,"[2020, 1139, 2604, 1599]","[2226, 1419, 2427, 1508]",AF05JEO,0.2903965435265077
./data/sample.mp4,232,6.0,"[889, 1511, 1659, 2100]","[1155, 1882, 1380, 1974]",GX15OGJ,0.40145688519127526
./data/sample.mp4,232,5.0,"[2020, 1141, 2604, 1601]","[2225, 1425, 2434, 1510]",AF05JEO,0.24029370156333452
./data/sample.mp4,233,6.0,"[887, 1515, 1658, 2106]","[1158, 1887, 1379, 1976]",GR15OGJ,0.2000156897134422
./data/sample.mp4,233,5.0,"[2019, 1143, 2602, 1604]","[2229, 1429, 2437, 1513]",AF05JEO,0.3566073840401899
./data/sample.mp4,235,6.0,"[882, 1521, 1658, 2112]","[1151, 1887, 1383, 1985]",GY15OGJ,0.17540580050402751
./data/sample.mp4,236,6.0,"[881, 1523, 1659, 2114]","[1152, 1890, 1328, 1981]",GX15OGJ,0.23219331585229624
./data/sample.mp4,237,6.0,"[879, 1526, 1659, 2118]","[1157, 1897, 1374, 1999]",GX15OGJ,0.23449470551703663
./data/sample.mp4,237,12.0,"[1129, 1072, 1624, 1489]","[1299, 1306, 1457, 1388]",KK15ZZK,0.47275909673558136
./data/sample.mp4,238,6.0,"[877, 1532, 1658, 2125]","[1150, 1908, 1370, 1999]",GZ15OGJ,0.35591309958826317
./data/sample.mp4,240,5.0,"[2022, 1158, 2614, 1621]","[2239, 1441, 2436, 1534]",AP05JEO,0.18550427538150208
./data/sample.mp4,241,5.0,"[2022, 1158, 2616, 1622]","[2238, 1441, 2436, 1534]",AP05JEO,0.265397700864492
./data/sample.mp4,242,5.0,"[2023, 1159, 2617, 1623]","[2226, 1442, 2421, 1534]",AP05JEO,0.3820206471490093
./data/sample.mp4,243,5.0,"[2022, 1162, 2616, 1626]","[2237, 1447, 2419, 1538]",AP05JEO,0.21296174529083178
./data/sample.mp4,244,5.0,"[2022, 1166, 2615, 1628]","[2216, 1449, 2428, 1536]",AP05JEQ,0.16147800836618537
./data/sample.mp4,246,6.0,"[856, 1563, 1650, 2153]","[1127, 1940, 1330, 2026]",GY15UGJ,0.15317677619471318
./data/sample.mp4,246,5.0,"[2022, 1171, 2609, 1634]","[2241, 1465, 2437, 1555]",AP05JEO,0.5405208168261436
./data/sample.mp4,247,6.0,"[854, 1565, 1651, 2153]","[1127, 1940, 1330, 2026]",GY15UGJ,0.15317677619471318
./data/sample.mp4,247,5.0,"[2023, 1172, 2609, 1635]","[2241, 1465, 2437, 1555]",AP05JEO,0.5405208168261436
./data/sample.mp4,248,5.0,"[2024, 1174, 2611, 1638]","[2229, 1464, 2427, 1550]",AP05JEQ,0.1697457064328994
./data/sample.mp4,249,6.0,"[848, 1570, 1648, 2153]","[1135, 1950, 1351, 2048]",GY15OGJ,0.13683356663911275
./data/sample.mp4,250,6.0,"[846, 1573, 1647, 2152]","[1138, 1959, 1349, 2053]",GY15OGJ,0.5984639360846616
./data/sample.mp4,252,5.0,"[2024, 1179, 2613, 1648]","[2225, 1468, 2446, 1560]",AP05JEO,0.184796417799866
./data/sample.mp4,253,5.0,"[2025, 1179, 2614, 1649]","[2225, 1468, 2446, 1560]",AP05JEO,0.184796417799866
./data/sample.mp4,254,6.0,"[835, 1587, 1643, 2155]","[1122, 1979, 1341, 2071]",GY15OGJ,0.3211626541838602
./data/sample.mp4,254,5.0,"[2024, 1180, 2613, 1651]","[2225, 1471, 2448, 1558]",AP05JEO,0.3137393235071859
./data/sample.mp4,255,6.0,"[832, 1591, 1642, 2156]","[1131, 1983, 1337, 2077]",GY15OGJ,0.27959581717187426
./data/sample.mp4,255,5.0,"[2024, 1182, 2614, 1653]","[2225, 1476, 2447, 1559]",AP05JEO,0.28654552180941534
./data/sample.mp4,257,6.0,"[826, 1600, 1639, 2157]","[1118, 1991, 1332, 2083]",GX15OGJ,0.3015621025236542
./data/sample.mp4,257,5.0,"[2024, 1188, 2613, 1660]","[2263, 1483, 2444, 1568]",AP05JEO,0.1984166769428047
./data/sample.mp4,258,6.0,"[824, 1605, 1638, 2156]","[1114, 1995, 1339, 2089]",GX15OGJ,0.38792739946352456
./data/sample.mp4,259,6.0,"[824, 1607, 1638, 2155]","[1114, 1996, 1339, 2089]",GX15OGJ,0.3576933572844055
./data/sample.mp4,260,6.0,"[822, 1610, 1638, 2154]","[1118, 2011, 1322, 2099]",GY15OGJ,0.29070026187849257
./data/sample.mp4,261,6.0,"[819, 1614, 1637, 2153]","[1101, 2010, 1319, 2103]",GX15OGJ,0.3319872233719563
./data/sample.mp4,262,6.0,"[816, 1619, 1635, 2154]","[1105, 2019, 1333, 2114]",GX15OGJ,0.5688216626824177
./data/sample.mp4,263,6.0,"[814, 1624, 1634, 2155]","[1094, 2023, 1328, 2115]",GX15OGJ,0.4321459185906602
./data/sample.mp4,264,6.0,"[810, 1630, 1632, 2156]","[1096, 2027, 1334, 2126]",GX15OGJ,0.5664995437059577
./data/sample.mp4,264,5.0,"[2027, 1202, 2629, 1677]","[2230, 1491, 2449, 1581]",AP05JED,0.2528729708353499
./data/sample.mp4,265,6.0,"[809, 1632, 1631, 2156]","[1096, 2027, 1334, 2127]",GX15OGJ,0.5664995437059577
./data/sample.mp4,265,5.0,"[2027, 1203, 2630, 1678]","[2230, 1491, 2449, 1581]",AP05JED,0.2528729708353499
./data/sample.mp4,266,6.0,"[806, 1636, 1629, 2156]","[1085, 2030, 1324, 2121]",GX15OGJ,0.4202047638312851
./data/sample.mp4,266,26.0,"[2238, 1650, 2994, 2148]","[2515, 2007, 2743, 2115]",LM13VCV,0.24228806435810393
./data/sample.mp4,267,6.0,"[801, 1640, 1626, 2156]","[1088, 2043, 1321, 2136]",GX15OGJ,0.5259296044601502
./data/sample.mp4,268,6.0,"[797, 1644, 1626, 2156]","[1093, 2050, 1325, 2148]",GX15OGJ,0.41517057207223035
./data/sample.mp4,268,26.0,"[2238, 1660, 2997, 2153]","[2510, 2018, 2737, 2124]",LM13VCV,0.28420883438361755
./data/sample.mp4,270,5.0,"[2027, 1214, 2634, 1693]","[2268, 1510, 2464, 1597]",AP05JEO,0.41524508386511566
./data/sample.mp4,270,5.0,"[2027, 1214, 2634, 1693]","[2243, 1514, 2424, 1596]",AP05JEO,0.4467266422857694
./data/sample.mp4,271,5.0,"[2027, 1215, 2635, 1694]","[2269, 1510, 2464, 1597]",AP05JEO,0.29927626265042506
./data/sample.mp4,271,5.0,"[2027, 1215, 2635, 1694]","[2240, 1513, 2431, 1596]",AP05JEO,0.38917936960316074
./data/sample.mp4,272,26.0,"[2244, 1672, 3005, 2158]","[2512, 2033, 2754, 2144]",LM13VCV,0.24208340301531753
./data/sample.mp4,272,5.0,"[2027, 1216, 2638, 1696]","[2238, 1508, 2447, 1599]",AP05JEO,0.3577425968624561
./data/sample.mp4,273,5.0,"[2027, 1219, 2638, 1699]","[2251, 1516, 2460, 1609]",AP05JEO,0.5086681618756594
./data/sample.mp4,274,5.0,"[2027, 1222, 2639, 1701]","[2250, 1516, 2466, 1616]",AP05JEO,0.5381938792698338
./data/sample.mp4,275,5.0,"[2026, 1224, 2638, 1705]","[2241, 1522, 2457, 1605]",AP05JEO,0.5064964701659542
./data/sample.mp4,276,5.0,"[2027, 1226, 2641, 1709]","[2238, 1527, 2463, 1606]",AP05JEO,0.2166496601991602
./data/sample.mp4,277,5.0,"[2027, 1226, 2642, 1710]","[2238, 1527, 2463, 1606]",AP05JEO,0.2166496601991602
./data/sample.mp4,278,5.0,"[2029, 1227, 2645, 1713]","[2240, 1526, 2444, 1604]",AP05JEO,0.7274550253870647
./data/sample.mp4,279,5.0,"[2028, 1228, 2644, 1715]","[2250, 1535, 2452, 1610]",AP05JEO,0.2510922748795562
./data/sample.mp4,280,5.0,"[2029, 1229, 2645, 1718]","[2268, 1539, 2463, 1612]",AP05JEO,0.481280581004491
./data/sample.mp4,281,5.0,"[2028, 1231, 2645, 1720]","[2264, 1543, 2463, 1624]",AP05JEO,0.4430807783155532
./data/sample.mp4,284,12.0,"[1078, 1133, 1598, 1583]","[1244, 1397, 1414, 1483]",KH05ZZK,0.7098153019211976
./data/sample.mp4,284,5.0,"[2033, 1234, 2649, 1727]","[2271, 1540, 2469, 1626]",AP05JEO,0.8809496557233912
./data/sample.mp4,285,5.0,"[2036, 1237, 2654, 1731]","[2246, 1541, 2461, 1623]",AP05JEO,0.6025605332933597
./data/sample.mp4,285,12.0,"[1077, 1135, 1598, 1586]","[1239, 1398, 1416, 1479]",KH05ZZK,0.577585680298792
./data/sample.mp4,286,5.0,"[2034, 1241, 2654, 1735]","[2242, 1538, 2456, 1626]",AP05JEO,0.4899888119740132
./data/sample.mp4,286,12.0,"[1072, 1137, 1594, 1589]","[1244, 1400, 1410, 1479]",KH05ZZK,0.8648932691149449
./data/sample.mp4,287,5.0,"[2035, 1245, 2658, 1740]","[2248, 1540, 2453, 1626]",AP05JEO,0.7692937532324805
./data/sample.mp4,287,12.0,"[1072, 1138, 1595, 1592]","[1255, 1403, 1415, 1479]",KH05ZZK,0.9783350746717469
./data/sample.mp4,288,5.0,"[2036, 1246, 2661, 1743]","[2247, 1549, 2445, 1636]",AP05JEO,0.6109602618772088
./data/sample.mp4,288,12.0,"[1072, 1140, 1594, 1595]","[1244, 1405, 1407, 1487]",KK05ZZK,0.35688883013210765
./data/sample.mp4,289,5.0,"[2035, 1247, 2663, 1745]","[2247, 1549, 2445, 1636]",AP05JEO,0.6109602618772088
./data/sample.mp4,289,12.0,"[1072, 1141, 1593, 1596]","[1244, 1406, 1405, 1487]",KK05ZZK,0.3429591185292462
./data/sample.mp4,290,12.0,"[1068, 1142, 1591, 1598]","[1240, 1407, 1402, 1494]",KH05ZZK,0.6770619751752169
./data/sample.mp4,290,5.0,"[2035, 1249, 2665, 1748]","[2268, 1556, 2470, 1645]",AP05JEO,0.5561520699579143
./data/sample.mp4,291,5.0,"[2035, 1251, 2664, 1752]","[2254, 1553, 2468, 1649]",AP05JEO,0.29332104582169805
./data/sample.mp4,292,12.0,"[1067, 1145, 1590, 1602]","[1234, 1414, 1400, 1507]",KH05ZZK,0.4082785347957694
./data/sample.mp4,292,5.0,"[2032, 1254, 2662, 1756]","[2238, 1559, 2425, 1643]",AP05JEO,0.3853806829141091
./data/sample.mp4,293,5.0,"[2033, 1258, 2662, 1760]","[2255, 1570, 2472, 1656]",AP05JED,0.2796453757760749
./data/sample.mp4,293,12.0,"[1067, 1145, 1590, 1603]","[1235, 1409, 1398, 1503]",XH05ZZK,0.2991215821780771
./data/sample.mp4,294,5.0,"[2035, 1261, 2664, 1763]","[2254, 1568, 2478, 1661]",AP05JED,0.25029686223052044
./data/sample.mp4,294,12.0,"[1066, 1147, 1589, 1607]","[1232, 1414, 1403, 1511]",KM05ZZK,0.2396825912761729
./data/sample.mp4,295,5.0,"[2036, 1262, 2664, 1765]","[2254, 1568, 2478, 1661]",AP05JED,0.25029686223052044
./data/sample.mp4,295,12.0,"[1066, 1148, 1589, 1608]","[1232, 1414, 1403, 1511]",KM05ZZK,0.2396825912761729
./data/sample.mp4,296,5.0,"[2036, 1263, 2664, 1767]","[2246, 1574, 2462, 1653]",AP05JEO,0.5019809023347364
./data/sample.mp4,296,12.0,"[1063, 1150, 1586, 1611]","[1230, 1414, 1399, 1509]",KH05ZZK,0.536976648648014
./data/sample.mp4,297,12.0,"[1062, 1151, 1585, 1614]","[1224, 1418, 1396, 1508]",KK05ZZK,0.5596159918037351
./data/sample.mp4,298,5.0,"[2035, 1268, 2665, 1774]","[2264, 1586, 2462, 1664]",AP05JEO,0.2363412530098674
./data/sample.mp4,298,12.0,"[1061, 1157, 1584, 1617]","[1226, 1416, 1397, 1508]",KH65ZZX,0.06311392768879169
./data/sample.mp4,299,12.0,"[1060, 1161, 1583, 1621]","[1227, 1424, 1398, 1513]",KH05ZZK,0.4257887704244446
./data/sample.mp4,300,12.0,"[1059, 1163, 1583, 1623]","[1226, 1426, 1392, 1512]",KN05ZZN,0.10005662856841235
./data/sample.mp4,300,5.0,"[2035, 1273, 2666, 1780]","[2274, 1586, 2461, 1661]",AP05JEO,0.872423580054252
./data/sample.mp4,301,5.0,"[2034, 1273, 2666, 1781]","[2274, 1586, 2459, 1661]",AP05JEO,0.8136932924779201
./data/sample.mp4,302,12.0,"[1058, 1167, 1584, 1626]","[1221, 1429, 1386, 1513]",KH15ZIK,0.38092103789098447
./data/sample.mp4,302,5.0,"[2035, 1275, 2669, 1784]","[2260, 1584, 2471, 1666]",AP05JEQ,0.3249673941827677
./data/sample.mp4,303,5.0,"[2036, 1276, 2671, 1786]","[2271, 1593, 2459, 1671]",AP05JEO,0.568334549113115
./data/sample.mp4,304,5.0,"[2036, 1278, 2673, 1791]","[2251, 1589, 2456, 1671]",AP05JEO,0.5218369850607335
./data/sample.mp4,304,12.0,"[1054, 1173, 1582, 1632]","[1229, 1435, 1388, 1521]",KM05ZZK,0.23850349178900163
./data/sample.mp4,305,5.0,"[2035, 1280, 2672, 1793]","[2250, 1583, 2483, 1674]",AP05JEO,0.6027377926048584
./data/sample.mp4,305,12.0,"[1052, 1176, 1581, 1635]","[1222, 1439, 1388, 1526]",KH05ZZK,0.16339506973481543
./data/sample.mp4,306,5.0,"[2036, 1283, 2675, 1797]","[2253, 1593, 2456, 1682]",AP05JEO,0.33950384271068185
./data/sample.mp4,307,5.0,"[2036, 1284, 2677, 1799]","[2253, 1593, 2456, 1682]",AP05JEO,0.3284490565436086
./data/sample.mp4,308,5.0,"[2035, 1285, 2677, 1801]","[2266, 1600, 2492, 1699]",AP05JEO,0.4066834662815592
./data/sample.mp4,308,12.0,"[1048, 1181, 1579, 1641]","[1213, 1441, 1391, 1531]",KH05ZIK,0.36048886272428116
./data/sample.mp4,309,12.0,"[1048, 1182, 1578, 1642]","[1216, 1447, 1389, 1534]",KH05ZIK,0.516610656919398
./data/sample.mp4,309,5.0,"[2036, 1288, 2680, 1804]","[2259, 1614, 2485, 1701]",AP05JEO,0.39867854615141957
./data/sample.mp4,309,5.0,"[2036, 1288, 2680, 1804]","[2265, 1604, 2450, 1695]",AP05JEO,0.23619531958891818
./data/sample.mp4,310,12.0,"[1045, 1183, 1576, 1644]","[1212, 1451, 1389, 1541]",KH05ZZK,0.6737250888402626
./data/sample.mp4,310,5.0,"[2040, 1291, 2684, 1807]","[2267, 1609, 2472, 1695]",AP05JEO,0.34854796195772053
./data/sample.mp4,311,12.0,"[1046, 1183, 1576, 1646]","[1216, 1453, 1388, 1540]",KH05ZZK,0.6951705712571685
./data/sample.mp4,311,5.0,"[2045, 1293, 2688, 1809]","[2282, 1618, 2496, 1700]",AP05JEO,0.24770768523181141
./data/sample.mp4,312,12.0,"[1046, 1183, 1576, 1649]","[1214, 1457, 1388, 1543]",KH05ZZK,0.44493560226631423
./data/sample.mp4,312,5.0,"[2047, 1296, 2690, 1814]","[2280, 1614, 2496, 1701]",AP05JEO,0.40378643335750614
./data/sample.mp4,313,12.0,"[1046, 1183, 1576, 1650]","[1214, 1457, 1388, 1543]",KH05ZZK,0.6315066779791901
./data/sample.mp4,313,5.0,"[2049, 1297, 2690, 1815]","[2279, 1614, 2495, 1701]",AP05JEO,0.41360645353286274
./data/sample.mp4,314,5.0,"[2049, 1298, 2692, 1817]","[2263, 1615, 2484, 1698]",AP05JEO,0.24605576034427581
./data/sample.mp4,314,12.0,"[1045, 1183, 1575, 1652]","[1218, 1462, 1388, 1551]",KH05ZIK,0.4108075628565808
./data/sample.mp4,315,12.0,"[1044, 1185, 1575, 1656]","[1213, 1460, 1388, 1551]",KH05ZZK,0.6792448473894921
./data/sample.mp4,315,5.0,"[2047, 1302, 2690, 1821]","[2263, 1616, 2462, 1698]",AP05JEO,0.31515762899792066
./data/sample.mp4,316,12.0,"[1041, 1188, 1572, 1660]","[1219, 1464, 1386, 1552]",KH05ZZK,0.6383031039152052
./data/sample.mp4,317,5.0,"[2038, 1307, 2687, 1828]","[2289, 1637, 2486, 1707]",AP05JEO,0.1696381628693205
./data/sample.mp4,317,12.0,"[1038, 1190, 1572, 1663]","[1216, 1464, 1386, 1551]",KH05ZIK,0.7593556815357925
./data/sample.mp4,318,12.0,"[1038, 1193, 1571, 1666]","[1207, 1470, 1386, 1557]",KH05ZZK,0.7095828008935074
./data/sample.mp4,318,5.0,"[2037, 1310, 2687, 1831]","[2288, 1639, 2488, 1711]",AP05JEO,0.404238042382008
./data/sample.mp4,319,12.0,"[1037, 1193, 1572, 1667]","[1207, 1470, 1386, 1557]",KH05ZZK,0.7095828008935074
./data/sample.mp4,319,5.0,"[2036, 1311, 2688, 1833]","[2288, 1639, 2488, 1711]",AP05JEO,0.404238042382008
./data/sample.mp4,320,12.0,"[1033, 1194, 1570, 1669]","[1205, 1472, 1383, 1558]",KH05ZIK,0.7309176147880886
./data/sample.mp4,320,5.0,"[2035, 1312, 2688, 1836]","[2312, 1637, 2498, 1715]",AP05JEO,0.29585949412749823
./data/sample.mp4,321,5.0,"[2038, 1316, 2691, 1840]","[2277, 1639, 2486, 1718]",AP05JEO,0.2770776239359531
./data/sample.mp4,321,12.0,"[1030, 1194, 1569, 1670]","[1207, 1477, 1384, 1565]",KH05ZTK,0.7635815987394621
./data/sample.mp4,322,12.0,"[1028, 1196, 1569, 1674]","[1206, 1478, 1381, 1563]",KH05ZAK,0.3855120350490709
./data/sample.mp4,322,5.0,"[2037, 1318, 2690, 1844]","[2254, 1630, 2520, 1723]",AP05JEO,0.38733708227651886
./data/sample.mp4,323,12.0,"[1028, 1198, 1569, 1677]","[1204, 1477, 1382, 1563]",KH05ZIK,0.2537235790958484
./data/sample.mp4,324,12.0,"[1023, 1200, 1567, 1680]","[1201, 1481, 1381, 1567]",KH05ZTK,0.3487565979866601
./data/sample.mp4,324,5.0,"[2041, 1324, 2695, 1850]","[2274, 1652, 2463, 1733]",AP05JEQ,0.11874131361596646
./data/sample.mp4,325,12.0,"[1020, 1201, 1567, 1681]","[1201, 1481, 1381, 1567]",KH05ZTK,0.3487565979866601
./data/sample.mp4,325,5.0,"[2041, 1325, 2695, 1851]","[2274, 1652, 2462, 1733]",AP05JEQ,0.11874131361596646
./data/sample.mp4,326,12.0,"[1014, 1204, 1565, 1684]","[1205, 1483, 1381, 1574]",KH05ZTK,0.6161748680706676
./data/sample.mp4,326,5.0,"[2043, 1326, 2700, 1854]","[2271, 1650, 2487, 1741]",AP05JEQ,0.40399026696134194
./data/sample.mp4,327,5.0,"[2043, 1328, 2703, 1858]","[2271, 1655, 2490, 1745]",AP05JEO,0.6140337332675634
./data/sample.mp4,328,5.0,"[2047, 1332, 2709, 1864]","[2277, 1660, 2493, 1751]",AP05JED,0.3253336472941537
./data/sample.mp4,328,12.0,"[1016, 1211, 1568, 1690]","[1205, 1494, 1380, 1577]",KH05ZIK,0.6800965787780363
./data/sample.mp4,329,5.0,"[2048, 1334, 2712, 1869]","[2274, 1666, 2509, 1749]",AP05JEO,0.5855474767702231
./data/sample.mp4,329,12.0,"[1016, 1214, 1568, 1693]","[1197, 1493, 1377, 1581]",KH05ZZK,0.3285156844550457
./data/sample.mp4,330,5.0,"[2047, 1338, 2713, 1874]","[2277, 1668, 2515, 1750]",AP05JEO,0.1799100205996264
./data/sample.mp4,330,12.0,"[1012, 1218, 1565, 1696]","[1220, 1503, 1379, 1580]",KH05ZZK,0.5187001785342776
./data/sample.mp4,331,5.0,"[2046, 1339, 2714, 1876]","[2277, 1668, 2516, 1750]",AP05JEO,0.18099975657821427
./data/sample.mp4,331,12.0,"[1010, 1220, 1565, 1697]","[1220, 1503, 1379, 1580]",KH05ZZK,0.5187001785342776
./data/sample.mp4,332,12.0,"[1005, 1224, 1564, 1700]","[1209, 1503, 1376, 1591]",KK05ZIK,0.45841838230653276
./data/sample.mp4,334,12.0,"[1006, 1230, 1564, 1705]","[1193, 1505, 1376, 1594]",KH05ZIK,0.7581222894476279
./data/sample.mp4,334,5.0,"[2047, 1345, 2718, 1885]","[2293, 1683, 2479, 1756]",AP05JEO,0.1731911803309916
./data/sample.mp4,334,5.0,"[2047, 1345, 2718, 1885]","[2303, 1677, 2524, 1760]",AP05JEO,0.2653701058136393
./data/sample.mp4,335,5.0,"[2047, 1350, 2720, 1890]","[2294, 1685, 2490, 1768]",AP05JEO,0.39780571871328835
./data/sample.mp4,339,5.0,"[2048, 1356, 2725, 1900]","[2287, 1687, 2501, 1782]",AP05JED,0.3033262383204093
./data/sample.mp4,340,5.0,"[2049, 1359, 2727, 1903]","[2286, 1699, 2503, 1787]",AP05JED,0.20618126415301705
./data/sample.mp4,342,5.0,"[2051, 1368, 2731, 1911]","[2291, 1708, 2515, 1793]",AF05IEL,0.0962822486577407
./data/sample.mp4,345,5.0,"[2054, 1373, 2737, 1920]","[2284, 1711, 2517, 1795]",AP05JEO,0.22049791707984007
./data/sample.mp4,346,5.0,"[2055, 1376, 2739, 1925]","[2292, 1721, 2518, 1803]",AP05JEO,0.5158156293662253
./data/sample.mp4,347,12.0,"[1005, 1254, 1563, 1742]","[1191, 1539, 1368, 1624]",YH05ZZK,0.09550817135303649
./data/sample.mp4,348,5.0,"[2058, 1382, 2744, 1934]","[2298, 1730, 2539, 1816]",AP05JEO,0.37686684875082227
./data/sample.mp4,350,5.0,"[2060, 1385, 2748, 1938]","[2315, 1725, 2529, 1818]",AP05JEO,0.35597349250440685
./data/sample.mp4,352,5.0,"[2059, 1393, 2752, 1946]","[2280, 1734, 2488, 1817]",AP05JEO,0.33875496540000005
./data/sample.mp4,353,12.0,"[1001, 1271, 1561, 1758]","[1179, 1553, 1367, 1644]",KH05ZIK,0.42149832655673947
./data/sample.mp4,353,5.0,"[2057, 1396, 2752, 1950]","[2287, 1738, 2506, 1825]",AP05JEO,0.46506996820801594
./data/sample.mp4,354,12.0,"[1001, 1274, 1561, 1762]","[1181, 1560, 1363, 1650]",KH05ZIK,0.44673805560083263
./data/sample.mp4,354,5.0,"[2056, 1397, 2751, 1953]","[2289, 1742, 2478, 1829]",AP05JEO,0.18698974227868698
./data/sample.mp4,354,5.0,"[2056, 1397, 2751, 1953]","[2289, 1743, 2531, 1841]",AP05JEO,0.32215559210006334
./data/sample.mp4,355,12.0,"[1001, 1275, 1562, 1763]","[1181, 1560, 1363, 1650]",KH05ZIK,0.44673805560083263
./data/sample.mp4,355,5.0,"[2055, 1397, 2751, 1955]","[2289, 1742, 2479, 1829]",AP05JEO,0.19881184642649308
./data/sample.mp4,355,5.0,"[2055, 1397, 2751, 1955]","[2289, 1743, 2531, 1841]",AP05JEO,0.32215559210006334
